
0.013,0.000,-0.001,-0.000,-0.000,-0.000,721.183,1000.000
0.020,0.007,-0.008,0.000,0.000,-0.000,233.454,1000.000
0.035,0.005,-0.029,0.000,0.001,-0.001,488.092,1000.000
0.019,0.022,-0.033,0.000,0.001,-0.000,381.340,1000.000
0.028,0.017,-0.021,0.000,0.000,-0.000,368.608,1000.000
0.043,0.006,-0.022,0.000,0.001,-0.001,843.605,1000.000
0.023,0.025,-0.038,0.001,0.002,-0.000,269.691,1000.000
0.051,0.013,-0.040,0.001,0.001,-0.001,450.875,1000.000
0.057,0.002,-0.012,0.001,0.002,-0.001,623.246,1000.000
0.047,0.012,-0.036,0.002,0.003,-0.001,341.185,1000.000
0.051,0.004,-0.045,0.002,0.003,-0.001,714.328,1000.000
0.041,-0.013,0.001,0.001,0.002,-0.001,231.495,1000.000
0.031,-0.002,-0.006,0.001,0.002,-0.001,481.236,1000.000
0.023,-0.001,-0.030,0.001,0.002,-0.001,412.680,1000.000
0.021,-0.019,0.019,0.001,0.001,-0.001,360.773,1000.000
0.019,-0.003,0.024,-0.000,-0.001,-0.000,849.481,1000.000
0.015,-0.002,-0.024,-0.000,0.000,-0.000,273.608,1000.000
-0.001,-0.004,-0.006,-0.000,-0.000,-0.000,453.813,1000.000
0.016,0.001,0.020,-0.001,-0.002,-0.000,619.328,1000.000
0.037,0.015,0.000,-0.001,-0.001,-0.001,342.165,1000.000
0.018,0.007,-0.006,0.000,0.000,-0.000,720.204,1000.000
0.014,0.012,-0.037,-0.000,-0.000,-0.000,224.639,1000.000
0.036,0.016,-0.034,0.000,0.001,-0.001,482.215,1000.000
0.025,0.013,-0.018,0.000,0.001,-0.000,412.680,1000.000
0.032,0.006,-0.014,0.000,0.000,-0.001,365.670,1000.000
0.038,-0.000,-0.003,0.001,0.001,-0.001,846.543,1000.000
0.062,0.011,-0.028,0.002,0.003,-0.001,265.773,1000.000
0.045,0.000,-0.011,0.001,0.002,-0.001,449.896,1000.000
0.039,-0.020,0.020,0.001,0.002,-0.001,665.359,1000.000
0.037,0.003,-0.021,0.001,0.002,-0.001,339.226,1000.000
0.049,0.004,-0.034,0.001,0.003,-0.001,718.245,1000.000
0.030,-0.002,-0.015,0.001,0.002,-0.001,230.516,1000.000
0.043,0.001,-0.024,0.001,0.001,-0.001,492.989,1000.000
0.011,0.009,-0.007,0.001,0.001,-0.000,410.721,1000.000
0.017,-0.013,0.029,-0.001,-0.001,-0.000,369.587,1000.000
0.015,-0.006,0.029,-0.001,-0.002,-0.000,843.605,1000.000
0.007,0.006,0.014,-0.000,-0.001,-0.000,264.794,1000.000
0.031,-0.007,0.010,-0.000,-0.001,-0.001,450.875,1000.000
0.007,-0.005,0.018,-0.001,-0.001,-0.000,657.524,1000.000
-0.002,-0.011,0.024,-0.000,-0.001,-0.000,340.206,1000.000
0.006,-0.017,0.026,-0.001,-0.001,-0.000,717.266,1000.000
0.002,-0.018,0.041,-0.001,-0.001,-0.000,235.413,1000.000
-0.002,-0.014,0.035,-0.000,-0.001,-0.000,489.071,1000.000
0.003,-0.014,0.019,-0.000,-0.001,-0.000,447.937,1000.000
-0.015,-0.013,0.031,-0.001,-0.002,0.000,362.731,1000.000
0.011,-0.020,0.045,-0.001,-0.002,-0.000,842.626,1000.000
0.010,-0.013,0.019,0.000,-0.000,-0.000,268.711,1000.000
0.026,-0.009,0.003,0.000,0.000,-0.001,457.731,1000.000
0.004,0.005,0.009,-0.000,-0.001,-0.000,638.916,1000.000
0.000,-0.014,0.030,-0.001,-0.002,-0.000,340.206,1000.000
-0.001,-0.004,0.040,-0.001,-0.002,-0.000,719.224,1000.000
-0.001,-0.007,0.037,-0.001,-0.002,-0.000,232.474,1000.000
0.013,-0.017,0.025,-0.000,-0.001,-0.000,484.174,1000.000
0.014,0.005,0.031,-0.000,-0.001,-0.000,451.855,1000.000
0.010,-0.003,0.045,-0.001,-0.002,-0.000,364.690,1000.000
0.018,-0.025,0.015,0.000,0.000,-0.001,841.646,1000.000
0.015,0.011,-0.002,0.000,-0.000,-0.000,269.691,1000.000
0.013,-0.011,0.013,-0.000,-0.000,-0.000,449.896,1000.000
0.008,-0.018,0.034,-0.000,-0.001,-0.000,692.781,1000.000
0.000,-0.014,0.047,-0.001,-0.002,-0.000,339.226,1000.000
-0.020,-0.006,0.042,-0.001,-0.002,0.000,718.245,1000.000
0.008,-0.031,0.049,-0.001,-0.002,-0.001,229.536,1000.000
-0.017,-0.018,0.061,-0.001,-0.002,0.000,486.133,1000.000
-0.009,-0.020,0.053,-0.001,-0.002,-0.000,442.061,1000.000
0.003,-0.033,0.056,-0.001,-0.002,-0.000,364.690,1000.000
-0.021,-0.021,0.032,-0.001,-0.002,0.000,843.605,1000.000
-0.016,-0.025,0.046,-0.002,-0.003,0.000,272.629,1000.000
-0.007,-0.012,0.036,-0.001,-0.002,0.000,445.978,1000.000
-0.046,-0.033,0.029,-0.001,-0.002,0.001,706.492,1000.000
0.036,-0.060,0.048,-0.001,-0.003,-0.001,336.288,1000.000
-0.051,0.011,0.046,-0.002,-0.004,0.001,714.328,1000.000
0.011,-0.009,0.019,-0.000,-0.001,-0.000,230.516,1000.000
0.069,-0.010,-0.014,0.001,0.001,-0.002,486.133,1000.000
0.019,0.060,-0.071,0.000,0.001,0.000,485.153,1000.000
0.048,0.007,-0.041,0.001,0.002,-0.001,357.835,1000.000
0.073,-0.020,-0.015,0.001,0.003,-0.002,847.523,1000.000
0.042,0.065,-0.059,0.001,0.002,-0.000,272.629,1000.000
0.041,0.013,-0.014,0.001,0.002,-0.001,457.731,1000.000
0.069,-0.011,0.018,0.001,0.002,-0.002,705.513,1000.000
0.018,0.031,0.001,0.000,0.000,0.000,339.226,1000.000
0.046,-0.007,-0.025,0.003,0.005,-0.001,720.204,1000.000
0.067,-0.024,-0.030,0.001,0.003,-0.002,229.536,1000.000
0.001,0.022,-0.003,0.001,0.002,0.000,492.009,1000.000
0.017,-0.046,-0.002,0.002,0.003,-0.001,474.380,1000.000
0.017,-0.049,0.058,-0.001,-0.003,-0.001,363.711,1000.000
-0.051,-0.001,0.085,-0.002,-0.005,0.001,841.646,1000.000
0.002,-0.036,0.020,-0.000,-0.001,-0.000,267.732,1000.000
0.021,-0.023,-0.019,-0.001,-0.002,-0.001,446.958,1000.000
-0.044,0.035,-0.028,-0.001,-0.002,0.001,726.080,1000.000
0.013,-0.024,0.014,-0.002,-0.003,-0.001,339.226,1000.000
0.005,-0.011,0.004,-0.002,-0.003,-0.000,720.204,1000.000
-0.024,0.031,-0.019,-0.000,-0.000,0.001,229.536,1000.000
0.035,-0.019,0.019,-0.001,-0.003,-0.001,486.133,1000.000
-0.006,0.010,0.028,-0.001,-0.003,0.000,488.092,1000.000
-0.020,0.032,0.016,-0.001,-0.001,0.001,360.773,1000.000
0.032,-0.018,0.048,-0.001,-0.002,-0.001,845.564,1000.000
0.008,0.020,0.038,-0.000,-0.002,0.000,268.711,1000.000
0.037,0.034,-0.025,0.001,0.002,-0.000,450.875,1000.000
0.059,-0.010,-0.030,0.002,0.004,-0.001,760.358,1000.000
0.052,0.012,-0.023,0.002,0.003,-0.001,334.330,1000.000
0.015,0.014,-0.009,0.001,0.001,-0.000,718.245,1000.000
0.041,-0.034,0.016,0.000,0.000,-0.001,230.516,1000.000
0.047,0.003,-0.023,0.001,0.002,-0.001,483.195,1000.000
0.018,0.028,-0.072,0.001,0.003,-0.000,514.535,1000.000
0.059,-0.023,-0.021,0.001,0.002,-0.001,367.628,1000.000
0.042,-0.004,-0.030,0.001,0.002,-0.001,844.585,1000.000
0.030,0.019,-0.072,0.001,0.003,-0.000,268.711,1000.000
0.071,-0.042,-0.045,0.002,0.004,-0.002,447.937,1000.000
0.019,-0.001,-0.025,0.001,0.003,-0.000,745.668,1000.000
0.008,-0.007,-0.006,0.000,0.000,-0.000,338.247,1000.000
0.027,-0.042,0.040,0.000,-0.000,-0.001,716.286,1000.000
-0.023,-0.008,0.056,-0.001,-0.002,0.000,230.516,1000.000
-0.010,-0.003,0.060,-0.001,-0.002,0.000,480.257,1000.000
0.005,-0.028,0.053,-0.000,-0.001,-0.000,525.308,1000.000
-0.027,0.003,0.036,-0.000,-0.001,0.001,361.752,1000.000
-0.001,-0.001,0.049,-0.001,-0.002,0.000,843.605,1000.000
0.007,-0.015,0.063,-0.001,-0.003,-0.000,269.691,1000.000
-0.003,0.018,0.030,-0.001,-0.002,0.000,446.958,1000.000
0.013,0.017,0.013,-0.001,-0.002,-0.000,784.843,1000.000
0.007,0.002,0.013,-0.002,-0.003,-0.000,337.268,1000.000
-0.008,0.029,-0.014,-0.002,-0.003,0.001,714.328,1000.000
0.014,0.019,-0.037,-0.001,-0.001,-0.000,233.454,1000.000
0.054,0.005,-0.066,0.000,0.001,-0.001,486.133,1000.000
0.041,0.029,-0.105,0.002,0.004,-0.001,513.555,1000.000
0.048,0.002,-0.091,0.001,0.003,-0.001,367.628,1000.000
0.049,-0.019,-0.033,0.001,0.002,-0.001,843.605,1000.000
0.021,-0.002,-0.010,0.001,0.001,-0.000,268.711,1000.000
0.038,-0.020,-0.020,0.001,0.003,-0.001,447.937,1000.000
0.044,-0.033,0.001,0.002,0.003,-0.001,783.863,1000.000
0.015,-0.012,0.012,0.002,0.002,-0.000,327.474,1000.000
0.020,-0.027,0.043,0.001,0.002,-0.001,716.286,1000.000
0.008,-0.038,0.070,0.001,0.001,-0.001,232.474,1000.000
-0.012,-0.025,0.096,0.000,-0.001,-0.000,481.236,1000.000
-0.000,-0.032,0.104,0.000,-0.001,-0.000,530.205,1000.000
-0.016,-0.012,0.084,-0.001,-0.002,0.000,363.711,1000.000
-0.012,0.002,0.089,-0.001,-0.003,0.000,841.646,1000.000
0.005,0.010,0.049,-0.001,-0.003,0.000,269.691,1000.000
0.018,0.021,0.001,-0.001,-0.002,-0.000,447.937,1000.000
0.003,0.031,-0.028,-0.001,-0.002,0.000,767.214,1000.000
0.023,0.021,-0.030,-0.002,-0.003,-0.000,330.412,1000.000
0.002,0.026,-0.022,-0.002,-0.003,0.000,720.204,1000.000
0.001,0.014,-0.070,-0.001,-0.001,0.000,224.639,1000.000
0.038,0.001,-0.048,-0.001,-0.001,-0.001,485.153,1000.000
0.036,0.020,-0.089,0.000,0.002,-0.001,543.916,1000.000
